Carimbo de data/hora;Temperatura (ºC);Humidade (%);Pressão (hPa)
2020/11/06 02:23:32;15.6;83.3;685.22
2020/11/06 02:24:33;15.6;83.2;684.77
2020/11/06 02:25:33;15.6;83.2;684.78
2020/11/06 02:26:33;15.6;83.2;684.78
2020/11/06 02:27:33;15.6;83.2;684.95
2020/11/06 02:28:33;15.6;83.2;685.08
2020/11/06 02:29:33;15.6;83.1;684.99
2020/11/06 02:30:34;15.6;83.2;684.75
2020/11/06 02:31:34;15.6;83.1;685.18
2020/11/06 02:32:34;15.6;83.1;684.92
2020/11/06 02:33:34;15.6;83.1;684.99
2020/11/06 02:34:34;15.6;83.2;684.77
2020/11/06 02:35:34;15.6;83.3;685.38
2020/11/06 02:36:35;15.6;83.3;684.86
2020/11/06 02:37:34;15.6;83.4;684.73
2020/11/06 02:38:34;15.6;83.4;684.63
2020/11/06 02:39:35;15.6;83.4;685.1
2020/11/06 02:40:35;15.6;83.3;684.59
2020/11/06 02:41:35;15.7;83.3;684.62
2020/11/06 02:42:35;15.7;83.4;684.62
2020/11/06 02:43:35;15.7;83.5;684.36
2020/11/06 02:44:36;15.7;83.4;684.56
2020/11/06 02:45:35;15.7;83.3;684.51
2020/11/06 02:46:36;15.6;83.4;684.45
2020/11/06 02:47:36;15.6;83.5;684.72
2020/11/06 02:48:36;15.6;83.5;684.51
2020/11/06 02:49:36;15.6;83.5;684.39
2020/11/06 02:50:36;15.6;83.6;685.18
2020/11/06 02:51:37;15.6;83.6;684.29
2020/11/06 02:52:37;15.7;83.6;684.52
2020/11/06 02:53:37;15.6;83.6;684.73
2020/11/06 02:54:37;15.6;83.7;684.31
2020/11/06 02:55:37;15.6;83.7;684.89
2020/11/06 02:56:37;15.7;83.7;684.57
2020/11/06 02:57:38;15.7;83.7;684.17
2020/11/06 02:58:38;15.7;83.8;684.76
2020/11/06 02:59:38;15.7;83.8;684.52
2020/11/06 03:00:38;15.6;83.9;684.97
2020/11/06 03:01:38;15.7;83.9;684.07
2020/11/06 03:02:38;15.7;83.8;684.41
2020/11/06 03:03:38;15.7;83.8;684.44
2020/11/06 03:04:39;15.7;83.8;684.57
2020/11/06 03:05:38;15.7;83.8;684.26
2020/11/06 03:06:38;15.7;83.8;684.24
2020/11/06 03:07:39;15.7;83.8;684.08
2020/11/06 03:08:39;15.7;83.8;684.27
2020/11/06 03:09:39;15.7;83.7;684.2
2020/11/06 03:10:39;15.7;83.7;684.57
2020/11/06 03:11:39;15.7;83.7;684.47
2020/11/06 03:12:40;15.7;83.8;684.68
2020/11/06 03:13:40;15.7;83.6;684.83
2020/11/06 03:14:40;15.7;83.6;684.39
2020/11/06 03:15:40;15.7;83.4;684.57
2020/11/06 03:16:40;15.7;83.4;684.59
2020/11/06 03:17:40;15.7;83.5;684.57
2020/11/06 03:18:40;15.7;83.5;684.69
2020/11/06 03:19:40;15.7;83.2;684.72
2020/11/06 03:20:41;15.7;83.0;684.79
2020/11/06 03:21:41;15.7;83.1;684.86
2020/11/06 03:22:41;15.7;83.0;684.75
2020/11/06 03:23:41;15.7;83.0;684.91
2020/11/06 03:24:41;15.7;83.0;684.96
2020/11/06 03:25:41;15.7;82.8;684.62
2020/11/06 03:26:41;15.6;82.8;684.72
2020/11/06 03:27:41;15.6;82.8;684.46
2020/11/06 03:28:42;15.6;82.8;684.65
2020/11/06 03:29:42;15.6;82.8;685.19
2020/11/06 03:30:42;15.6;82.7;684.75
2020/11/06 03:31:42;15.6;82.7;685.3
2020/11/06 03:32:42;15.6;82.7;684.99
2020/11/06 03:33:43;15.6;82.8;685.19
2020/11/06 03:34:42;15.5;82.6;685.06
2020/11/06 03:35:43;15.5;82.9;684.87
2020/11/06 03:36:43;15.5;82.9;685.1
2020/11/06 03:37:43;15.5;83.0;685.18
2020/11/06 03:38:43;15.4;83.0;685.44
2020/11/06 03:39:43;15.4;83.2;685.71
2020/11/06 03:40:43;15.4;83.2;686.06
2020/11/06 03:41:44;15.4;83.3;685.71
2020/11/06 03:42:44;15.4;83.4;685.49
2020/11/06 03:43:44;15.3;83.5;685.68
2020/11/06 03:44:44;15.3;83.5;685.77
2020/11/06 03:45:44;15.3;83.7;685.05
2020/11/06 03:46:44;15.3;83.7;685.69
2020/11/06 03:47:44;15.3;83.8;685.53
2020/11/06 03:48:45;15.3;83.6;685.67
2020/11/06 03:49:45;15.3;83.6;685.62
2020/11/06 03:50:45;15.2;83.6;686.00
2020/11/06 03:51:45;15.2;83.9;686.18
2020/11/06 03:52:45;15.2;84.0;685.81
2020/11/06 03:53:45;15.2;84.1;685.95
2020/11/06 03:54:45;15.2;84.1;685.79
2020/11/06 03:55:46;15.3;84.1;685.43
2020/11/06 03:56:46;15.3;84.0;685.87
2020/11/06 03:57:46;15.3;83.9;685.72
2020/11/06 03:58:46;15.3;83.8;685.48
2020/11/06 03:59:46;15.3;83.8;685.63
2020/11/06 04:00:46;15.2;83.8;686.18
2020/11/06 04:01:47;15.2;83.9;686.14
2020/11/06 04:02:46;15.2;83.9;685.75
2020/11/06 04:03:47;15.2;83.8;686.14
2020/11/06 04:04:47;15.2;83.9;685.88
2020/11/06 04:05:47;15.2;84.1;685.84
2020/11/06 04:06:47;15.2;84.2;685.89
2020/11/06 04:07:48;15.2;84.2;686.12
2020/11/06 04:08:47;15.2;84.3;685.94
2020/11/06 04:09:47;15.2;84.3;685.6
2020/11/06 04:10:48;15.2;84.2;685.5
2020/11/06 04:11:48;15.2;84.2;685.86
2020/11/06 04:12:48;15.2;84.3;685.63
2020/11/06 04:13:48;15.2;84.3;685.63
2020/11/06 04:14:48;15.2;84.5;686.51
2020/11/06 04:15:48;15.2;84.5;685.83
2020/11/06 04:16:49;15.2;84.6;685.85
2020/11/06 04:17:49;15.1;84.7;685.84
2020/11/06 04:18:49;15.1;84.9;686.23
2020/11/06 04:19:49;15.1;85.0;686.03
2020/11/06 04:20:49;15.1;85.1;685.95
2020/11/06 04:21:49;15.1;85.2;686.13
2020/11/06 04:22:49;15.1;85.2;685.78
2020/11/06 04:23:49;15.2;85.3;685.89
2020/11/06 04:24:50;15.2;85.4;685.39
2020/11/06 04:25:50;15.2;85.4;685.76
2020/11/06 04:26:50;15.2;85.4;685.36
2020/11/06 04:27:50;15.2;85.4;685.22
2020/11/06 04:28:50;15.2;85.5;685.24
2020/11/06 04:29:51;15.2;85.5;685.26
2020/11/06 04:30:50;15.2;85.5;685.66
2020/11/06 04:31:51;15.3;85.5;685.35
2020/11/06 04:32:51;15.3;85.6;685.22
2020/11/06 04:33:51;15.3;85.6;685.43
2020/11/06 04:34:51;15.3;85.6;685.29
2020/11/06 04:35:51;15.3;85.7;685.09
2020/11/06 04:36:51;15.3;85.7;685.33
2020/11/06 04:37:51;15.3;85.8;684.66
2020/11/06 04:38:52;15.3;85.8;684.98
2020/11/06 04:39:52;15.3;85.9;685.14
2020/11/06 04:40:52;15.3;86.0;685.32
2020/11/06 04:41:52;15.3;86.1;684.8
2020/11/06 04:42:52;15.3;86.1;684.89
2020/11/06 04:43:52;15.3;86.2;684.75
2020/11/06 04:44:52;15.3;86.3;685.19
2020/11/06 04:45:53;15.3;86.3;684.82
2020/11/06 04:46:53;15.3;86.4;685.22
2020/11/06 04:47:53;15.3;86.5;684.74
2020/11/06 04:48:53;15.3;86.6;684.61
2020/11/06 04:49:53;15.3;86.6;684.58
2020/11/06 04:50:53;15.3;86.7;684.64
2020/11/06 04:51:54;15.3;86.8;684.65
2020/11/06 04:52:54;15.3;86.9;684.69
2020/11/06 04:53:54;15.3;86.9;684.69
2020/11/06 04:54:54;15.3;87.0;685.03
2020/11/06 04:55:54;15.3;87.1;685.04
2020/11/06 04:56:54;15.4;87.2;684.57
2020/11/06 04:57:54;15.4;87.3;684.89
2020/11/06 04:58:54;15.4;87.3;684.13
2020/11/06 04:59:55;15.4;87.3;684.09
2020/11/06 05:00:55;15.4;87.4;684.79
2020/11/06 05:01:55;15.4;87.4;684.58
2020/11/06 05:02:55;15.4;87.5;683.96
2020/11/06 05:03:55;15.4;87.6;684.27
2020/11/06 05:04:55;15.4;87.7;684.16
2020/11/06 05:05:55;15.4;87.7;683.77
2020/11/06 05:06:56;15.4;87.8;684.17
2020/11/06 05:07:56;15.4;87.9;684.01
2020/11/06 05:08:56;15.4;87.9;683.81
2020/11/06 05:09:56;15.4;87.9;684.13
2020/11/06 05:10:56;15.4;88.0;683.6
2020/11/06 05:11:56;15.4;88.0;684.36
2020/11/06 05:12:56;15.4;88.1;684.31
2020/11/06 05:13:56;15.4;88.1;683.96
2020/11/06 05:14:57;15.4;88.1;683.97
2020/11/06 05:15:57;15.4;88.2;684.28
2020/11/06 05:16:57;15.4;88.2;684.04
2020/11/06 05:17:57;15.4;88.3;683.6
2020/11/06 05:18:57;15.4;88.4;683.92
2020/11/06 05:19:57;15.5;88.4;683.21
2020/11/06 05:20:58;15.5;88.5;683.48
2020/11/06 05:21:58;15.5;88.5;683.38
2020/11/06 05:22:58;15.5;88.5;683.61
2020/11/06 05:23:58;15.5;88.6;683.77
2020/11/06 05:24:58;15.5;88.6;683.28
2020/11/06 05:25:58;15.5;88.7;683.54
2020/11/06 05:26:58;15.5;88.7;683.39
2020/11/06 05:27:58;15.5;88.7;683.41
2020/11/06 05:28:59;15.5;88.7;683.34
2020/11/06 05:29:59;15.5;88.8;683.45
2020/11/06 05:30:59;15.5;88.8;683.51
2020/11/06 05:31:59;15.5;88.8;682.59
2020/11/06 05:32:59;15.5;88.8;683.49
2020/11/06 05:33:59;15.5;88.9;683.49
2020/11/06 05:35:00;15.5;88.9;682.85
2020/11/06 05:36:00;15.5;89.0;683.41
2020/11/06 05:37:00;15.5;89.0;683.52
2020/11/06 05:38:00;15.5;89.1;683.2
2020/11/06 05:39:00;15.5;89.1;683.07
2020/11/06 05:40:00;15.5;89.2;683.64
2020/11/06 05:41:01;15.5;89.2;682.94
2020/11/06 05:42:00;15.5;89.3;683.59
2020/11/06 05:43:00;15.6;89.3;682.93
2020/11/06 05:44:01;15.6;89.3;682.88
2020/11/06 05:45:01;15.6;89.4;683.04
2020/11/06 05:46:01;15.6;89.4;682.83
2020/11/06 05:47:01;15.6;89.5;683.00
2020/11/06 05:48:01;15.6;89.5;683.18
2020/11/06 05:49:01;15.6;89.5;682.9
2020/11/06 05:50:01;15.6;89.5;683.01
2020/11/06 05:51:02;15.6;89.6;682.72
2020/11/06 05:52:02;15.6;89.7;683.01
2020/11/06 05:53:02;15.6;89.7;682.42
2020/11/06 05:54:02;15.6;89.8;682.97
2020/11/06 05:55:02;15.6;89.8;682.93
2020/11/06 05:56:02;15.6;89.9;682.23
2020/11/06 05:57:03;15.6;89.8;682.75
2020/11/06 05:58:03;15.6;89.9;682.61
2020/11/06 05:59:03;15.6;90.0;682.65
2020/11/06 06:00:03;15.6;90.0;681.91
2020/11/06 06:01:03;15.6;90.1;682.6
2020/11/06 06:02:03;15.6;90.1;682.7
2020/11/06 06:03:04;15.6;90.1;682.76
2020/11/06 06:04:03;15.6;90.2;682.39
2020/11/06 06:05:03;15.6;90.2;682.32
2020/11/06 06:06:04;15.6;90.2;682.37
2020/11/06 06:07:04;15.6;90.4;682.37
2020/11/06 06:08:04;15.7;90.4;681.92
2020/11/06 06:09:04;15.6;90.3;682.34
2020/11/06 06:10:04;15.7;90.3;682.18
2020/11/06 06:11:04;15.6;90.4;682.29
2020/11/06 06:12:05;15.7;90.4;682.46
2020/11/06 06:13:04;15.7;90.4;682.51
2020/11/06 06:14:05;15.7;90.4;681.95
2020/11/06 06:15:05;15.7;90.4;682.05
2020/11/06 06:16:05;15.7;90.4;682.05
2020/11/06 06:17:05;15.7;90.4;682.57
2020/11/06 06:18:05;15.7;90.4;681.71
2020/11/06 06:19:06;15.7;90.4;681.9
2020/11/06 06:20:06;15.7;90.4;681.99
2020/11/06 06:21:06;15.7;90.5;681.93
2020/11/06 06:22:06;15.7;90.5;682.05
2020/11/06 06:23:06;15.7;90.6;682.15
2020/11/06 06:24:06;15.7;90.7;682.15
2020/11/06 06:25:06;15.7;90.7;681.97
2020/11/06 06:26:07;15.7;90.6;681.44
2020/11/06 06:27:06;15.7;90.5;681.69
2020/11/06 06:28:07;15.7;90.4;681.34
2020/11/06 06:29:07;15.7;90.2;681.73
2020/11/06 06:30:07;15.8;90.1;681.69
2020/11/06 06:31:07;15.8;89.8;681.66
2020/11/06 06:32:07;15.8;89.7;681.84
2020/11/06 06:33:08;15.8;89.4;681.74
2020/11/06 06:34:07;15.8;89.1;681.9
2020/11/06 06:35:08;15.8;88.9;681.27
2020/11/06 06:36:08;15.8;88.7;681.61
2020/11/06 06:37:08;15.9;88.4;681.76
2020/11/06 06:38:08;15.9;88.2;681.13
2020/11/06 06:39:08;15.9;88.1;681.42
2020/11/06 06:40:09;15.9;87.9;681.4
2020/11/06 06:41:09;15.9;87.8;681.55
2020/11/06 06:42:09;15.9;87.7;681.45
2020/11/06 06:43:09;15.9;87.5;681.56
2020/11/06 06:44:09;15.9;87.5;681.69
2020/11/06 06:45:09;15.9;87.4;681.51
2020/11/06 06:46:09;15.9;87.4;681.53
2020/11/06 06:47:10;15.9;87.3;681.66
2020/11/06 06:48:09;16;87.2;681.63
2020/11/06 06:49:10;16;87.2;681.77
2020/11/06 06:50:10;16;87.1;681.77
2020/11/06 06:51:10;16;87.0;680.99
2020/11/06 06:52:10;16;86.9;681.72
2020/11/06 06:53:10;16;86.8;681.47
2020/11/06 06:54:10;16;86.9;681.63
2020/11/06 06:55:11;16;86.9;681.27
2020/11/06 06:56:11;16.1;86.7;681.49
2020/11/06 06:57:11;16.1;86.6;680.9
2020/11/06 06:58:11;16;85.9;681.82
2020/11/06 06:59:11;15.9;85.3;682.06
2020/11/06 07:00:11;15.8;85.4;682.23
2020/11/06 07:01:11;15.7;85.7;683.08
2020/11/06 07:02:12;15.6;86.3;683.66
2020/11/06 07:03:12;15.4;86.6;684.04
2020/11/06 07:04:12;15.3;86.7;684.44
2020/11/06 07:05:12;15.2;87.0;684.87
2020/11/06 07:06:12;15.1;87.3;684.96
2020/11/06 07:07:12;14.9;87.8;685.23
2020/11/06 07:08:12;14.8;88.5;685.46
2020/11/06 07:09:12;14.8;89.0;685.39
2020/11/06 07:10:13;14.7;89.4;685.79
2020/11/06 07:11:13;14.6;89.6;685.48
2020/11/06 07:12:13;14.6;89.7;686.26
2020/11/06 07:13:13;14.6;89.9;685.84
2020/11/06 07:14:13;14.6;90.1;685.73
2020/11/06 07:15:13;14.6;89.9;685.5
2020/11/06 07:16:13;14.6;89.6;685.89
2020/11/06 07:17:14;14.6;89.5;686.23
2020/11/06 07:18:14;14.6;89.4;686.21
2020/11/06 07:19:14;14.6;89.3;686.09
2020/11/06 07:20:14;14.6;89.4;686.00
2020/11/06 07:21:14;14.6;89.2;686.00
2020/11/06 07:22:14;14.6;89.2;686.1
2020/11/06 07:23:15;14.5;88.9;686.08
2020/11/06 07:24:15;14.5;89.0;686.06
2020/11/06 07:25:15;14.5;88.9;685.94
2020/11/06 07:26:15;14.5;88.8;686.18
2020/11/06 07:27:15;14.5;89.0;686.44
2020/11/06 07:28:15;14.5;89.0;686.19
2020/11/06 07:29:15;14.4;89.0;686.17
2020/11/06 07:30:15;14.4;89.2;686.37
2020/11/06 07:31:16;14.4;89.3;685.97
2020/11/06 07:32:16;14.4;89.1;686.73
2020/11/06 07:33:16;14.4;89.1;686.46
2020/11/06 07:34:16;14.4;89.1;686.21
2020/11/06 07:35:16;14.4;89.1;686.53
2020/11/06 07:36:16;14.3;89.2;686.76
2020/11/06 07:37:17;14.3;89.3;686.53
2020/11/06 07:38:17;14.3;89.6;687.07
2020/11/06 07:39:17;14.2;89.8;686.7
2020/11/06 07:40:17;14.2;90.1;686.9
2020/11/06 07:41:17;14.2;90.3;686.65
2020/11/06 07:42:17;14.2;90.4;686.75
2020/11/06 07:43:17;14.2;90.3;686.75
2020/11/06 07:44:17;14.1;90.2;687.33
2020/11/06 07:45:18;14.1;90.3;687.21
2020/11/06 07:46:18;14.1;90.6;686.88
2020/11/06 07:47:18;14.1;90.8;687.22
2020/11/06 07:48:18;14;90.9;686.78
2020/11/06 07:49:18;14;91.1;687.18
2020/11/06 07:50:18;14;91.3;687.32
2020/11/06 07:51:18;14;91.4;687.39
2020/11/06 07:52:19;14;91.6;687.16
2020/11/06 07:53:19;14;91.5;687.31
2020/11/06 07:54:19;14;91.6;687.12
2020/11/06 07:55:19;14;91.6;686.91
2020/11/06 07:56:19;14;91.6;687.35
2020/11/06 07:57:19;14;91.6;687.1
2020/11/06 07:58:20;14;91.8;687.17
2020/11/06 07:59:19;14;91.7;687.01
2020/11/06 08:00:20;14;91.7;687.29
2020/11/06 08:01:20;14;91.7;686.81
2020/11/06 08:02:20;14;91.8;686.94
2020/11/06 08:03:20;14;92.0;687.14
2020/11/06 08:04:21;14;92.0;686.68
2020/11/06 08:05:20;14.1;92.1;686.6
2020/11/06 08:06:21;14.1;92.1;686.81
2020/11/06 08:07:21;14.2;92.1;686.53
2020/11/06 08:08:21;14.2;92.0;686.43
2020/11/06 08:09:21;14.2;91.8;686.64
2020/11/06 08:10:21;14.2;91.8;686.2
2020/11/06 08:11:21;14.3;91.8;686.5
2020/11/06 08:12:21;14.3;91.7;686.16
2020/11/06 08:13:22;14.3;91.5;686.17
2020/11/06 08:14:22;14.3;91.4;686.05
2020/11/06 08:15:22;14.3;91.3;686.14
2020/11/06 08:16:22;14.3;91.1;686.65
2020/11/06 08:17:22;14.3;91.1;686.4
2020/11/06 08:18:22;14.3;91.0;686.05
2020/11/06 08:19:23;14.3;91.0;686.42
2020/11/06 08:20:23;14.3;90.8;686.15
2020/11/06 08:21:23;14.3;90.8;686.15
2020/11/06 08:22:23;14.3;90.7;685.87
2020/11/06 08:23:23;14.3;90.7;686.11
2020/11/06 08:24:23;14.3;90.7;686.19
2020/11/06 08:25:23;14.3;90.6;686.55
2020/11/06 08:26:24;14.3;90.7;685.71
2020/11/06 08:27:23;14.3;90.7;686.08
2020/11/06 08:28:24;14.3;90.7;686.29
2020/11/06 08:29:24;14.3;90.8;686.23
2020/11/06 08:30:24;14.3;90.8;686.18
2020/11/06 08:31:24;14.3;90.8;686.02
2020/11/06 08:32:24;14.3;90.7;685.75
2020/11/06 08:33:25;14.3;90.8;686.01
2020/11/06 08:34:25;14.3;90.7;686.33
2020/11/06 08:35:25;14.3;90.8;685.7
2020/11/06 08:36:25;14.3;90.8;686.16
2020/11/06 08:37:25;14.3;90.7;685.64
2020/11/06 08:38:25;14.3;90.6;686.44
2020/11/06 08:39:25;14.3;90.6;686.04
2020/11/06 08:40:26;14.3;90.7;686.23
2020/11/06 08:41:25;14.3;90.6;686.03
2020/11/06 08:42:26;14.3;90.6;685.53
2020/11/06 08:43:26;14.3;90.6;686.08
2020/11/06 08:44:26;14.3;90.6;685.83
2020/11/06 08:45:26;14.3;90.7;685.49
2020/11/06 08:46:26;14.4;90.7;685.94
2020/11/06 08:47:27;14.4;90.6;685.64
2020/11/06 08:48:27;14.4;90.5;685.78
2020/11/06 08:49:27;14.4;90.5;685.95
2020/11/06 08:50:27;14.4;90.6;685.78
2020/11/06 08:51:27;14.4;90.6;685.33
2020/11/06 08:52:27;14.4;90.6;686.02
2020/11/06 08:53:27;14.4;90.4;685.59
2020/11/06 08:54:27;14.4;90.3;685.76
2020/11/06 08:55:28;14.4;90.4;685.23
2020/11/06 08:56:28;14.5;90.4;685.38
2020/11/06 08:57:28;14.5;90.4;685.39
2020/11/06 08:58:28;14.6;90.4;685.35
2020/11/06 08:59:28;14.6;90.4;684.95
2020/11/06 09:00:28;14.6;90.4;684.84
2020/11/06 09:01:29;14.7;90.3;684.76
2020/11/06 09:02:29;14.7;90.2;684.87
2020/11/06 09:03:29;14.7;90.1;684.56
2020/11/06 09:04:29;14.8;89.8;684.35
2020/11/06 09:05:29;14.8;89.6;684.46
2020/11/06 09:06:29;14.8;89.3;684.86
2020/11/06 09:07:29;14.8;89.4;684.57
2020/11/06 09:08:29;14.9;89.3;684.61
2020/11/06 09:09:30;14.9;89.2;684.38
2020/11/06 09:10:30;14.9;88.8;684.61
2020/11/06 09:11:30;14.9;88.7;684.35
2020/11/06 09:12:30;14.9;88.6;684.36
2020/11/06 09:13:30;14.9;88.6;684.12
2020/11/06 09:14:30;14.9;88.4;684.22
2020/11/06 09:15:31;14.9;88.3;684.38
2020/11/06 09:16:31;14.9;88.2;684.46
2020/11/06 09:17:31;14.9;88.3;684.6
2020/11/06 09:18:31;14.9;88.4;684.73
2020/11/06 09:19:31;14.9;88.3;684.22
2020/11/06 09:20:31;14.9;88.2;684.39
2020/11/06 09:21:31;15;88.1;684.03
2020/11/06 09:22:32;15;88.1;684.61
2020/11/06 09:23:32;15;88.1;684.33
2020/11/06 09:24:32;15;88.1;684.5
2020/11/06 09:25:32;15;88.1;684.01
2020/11/06 09:26:32;15;88.0;684.06
2020/11/06 09:27:32;15;87.9;684.04
2020/11/06 09:28:32;15;88.0;684.02
2020/11/06 09:29:32;15.1;88.0;684.01
2020/11/06 09:30:33;15.1;88.0;684.00
2020/11/06 09:31:33;15.1;88.1;684.13
2020/11/06 09:32:33;15.1;88.1;683.86
2020/11/06 09:33:33;15.2;88.1;683.46
2020/11/06 09:34:33;15.3;88.1;683.15
2020/11/06 09:35:33;15.3;88.1;683.06
2020/11/06 09:36:33;15.4;88.1;682.48
2020/11/06 09:37:34;15.5;87.9;682.35
2020/11/06 09:38:34;15.5;87.6;682.04
2020/11/06 09:39:34;15.5;87.2;682.61
2020/11/06 09:40:34;15.6;87.1;682.26
2020/11/06 09:41:34;15.6;87.1;682.2
2020/11/06 09:42:34;15.6;87.1;681.48
2020/11/06 09:43:35;15.7;86.8;681.37
2020/11/06 09:44:35;15.7;86.5;681.87
2020/11/06 09:45:35;15.6;86.8;681.28
2020/11/06 09:46:35;15.7;86.8;682.11
2020/11/06 09:47:35;15.7;86.5;681.85
2020/11/06 09:48:35;15.7;86.6;681.81
2020/11/06 09:49:35;15.7;86.6;681.49
2020/11/06 09:50:36;15.7;86.5;681.92
2020/11/06 09:51:36;15.8;86.6;681.75
2020/11/06 09:52:36;15.8;86.6;681.33
2020/11/06 09:53:36;15.8;86.6;680.92
2020/11/06 09:54:36;15.8;86.4;681.23
2020/11/06 09:55:36;15.8;86.3;681.54
2020/11/06 09:56:36;15.8;86.3;681.52
2020/11/06 09:57:36;15.8;86.4;681.13
2020/11/06 09:58:37;15.8;86.3;681.34
2020/11/06 09:59:37;15.8;86.4;681.45
2020/11/06 10:00:37;15.8;86.2;681.55
2020/11/06 10:01:37;15.8;86.2;681.68
2020/11/06 10:02:37;15.8;86.3;681.64
2020/11/06 10:03:38;15.8;86.3;682.00
2020/11/06 10:04:37;15.8;86.3;681.85
2020/11/06 10:05:37;15.8;86.4;681.53
2020/11/06 10:06:38;15.8;86.4;681.88
2020/11/06 10:07:38;15.8;86.4;681.54
2020/11/06 10:08:38;15.8;86.5;681.39
2020/11/06 10:09:38;15.8;86.6;681.34
2020/11/06 10:10:38;15.8;86.6;680.87
2020/11/06 10:11:39;15.9;86.6;681.32
2020/11/06 10:12:39;15.9;86.7;680.14
2020/11/06 10:13:38;16;86.9;681.19
2020/11/06 10:14:39;16;86.7;680.15
2020/11/06 10:15:39;16;86.5;680.07
2020/11/06 10:16:39;16;86.5;680.23
2020/11/06 10:17:39;16;86.4;680.5
2020/11/06 10:18:40;16.1;86.3;680.09
2020/11/06 10:19:40;16.1;86.2;680.39
2020/11/06 10:20:40;16.1;85.8;680.36
2020/11/06 10:21:40;16.1;85.9;680.35
2020/11/06 10:22:40;16;86.0;680.18
2020/11/06 10:23:40;16.1;86.1;680.02
2020/11/06 10:24:40;16;86.0;679.69
2020/11/06 10:25:40;16.1;85.9;680.4
2020/11/06 10:26:41;16.1;85.9;680.14
2020/11/06 10:27:41;16.1;85.7;679.76
2020/11/06 10:28:41;16.1;85.7;679.42
2020/11/06 10:29:41;16.1;85.6;680.19
2020/11/06 10:30:41;16.2;85.5;680.39
2020/11/06 10:31:41;16.2;85.4;679.82
2020/11/06 10:32:42;16.1;85.4;680.41
2020/11/06 10:33:41;16.1;85.4;679.93
2020/11/06 10:34:42;16.2;85.5;680.21
2020/11/06 10:35:42;16.2;85.4;680.11
2020/11/06 10:36:42;16.2;85.4;679.91
2020/11/06 10:37:42;16.2;85.4;680.23
2020/11/06 10:38:42;16.2;85.4;680.01
2020/11/06 10:39:43;16.3;85.2;679.5
2020/11/06 10:40:43;16.3;84.9;679.91
2020/11/06 10:41:43;16.3;85.1;679.69
2020/11/06 10:42:43;16.3;85.0;679.76
2020/11/06 10:43:43;16.3;85.0;679.64
2020/11/06 10:44:43;16.3;85.0;680.11
2020/11/06 10:45:43;16.3;84.8;679.99
2020/11/06 10:46:43;16.3;84.6;680.42
2020/11/06 10:47:44;16.2;84.6;680.51
2020/11/06 10:48:44;16.2;84.6;680.6
2020/11/06 10:49:44;16.2;84.7;680.41
2020/11/06 10:50:44;16.2;84.7;679.77
2020/11/06 10:51:44;16.1;84.7;680.43
2020/11/06 10:52:44;16.1;84.6;680.49
2020/11/06 10:53:45;16.1;84.7;680.84
2020/11/06 10:54:45;16.1;84.7;680.82
2020/11/06 10:55:45;16.1;84.6;680.89
2020/11/06 10:56:45;16.1;84.6;680.56
2020/11/06 10:57:45;16.1;84.7;681.22
2020/11/06 10:58:45;16;84.9;680.86
2020/11/06 10:59:45;16;84.9;680.81
2020/11/06 11:00:45;16;84.8;680.61
2020/11/06 11:01:46;16.1;84.9;680.75
2020/11/06 11:02:46;16.1;85.0;680.4
2020/11/06 11:03:46;16.1;84.9;680.73
2020/11/06 11:04:46;16;84.8;681.04
2020/11/06 11:05:46;16;84.8;680.83
2020/11/06 11:06:46;16.1;84.7;681.01
2020/11/06 11:07:46;16;84.8;681.12
2020/11/06 11:08:47;16;84.9;681.00
2020/11/06 11:09:47;16;84.9;680.72
2020/11/06 11:10:47;16;84.9;680.89
2020/11/06 11:11:47;16;84.9;680.78
2020/11/06 11:18:48;15.9;85.0;681.8
2020/11/06 11:12:47;16;84.8;680.95
2020/11/06 11:13:47;16;85.0;681.02
2020/11/06 11:14:47;16;85.0;681.12
2020/11/06 11:15:47;16;84.9;680.57
2020/11/06 11:16:48;16;84.8;681.19
2020/11/06 11:17:48;15.9;84.8;681.56
2020/11/06 11:19:48;15.9;85.1;681.13
2020/11/06 11:20:48;15.9;85.1;681.6
2020/11/06 11:21:48;15.9;85.2;681.38
2020/11/06 11:22:48;15.9;85.5;681.43
2020/11/06 11:23:49;15.9;85.5;681.53
2020/11/06 11:24:49;15.9;85.4;681.31
2020/11/06 11:25:49;15.9;85.3;681.72
2020/11/06 11:26:49;15.9;85.5;681.34
2020/11/06 11:27:49;15.9;85.7;681.02
2020/11/06 11:28:49;15.9;85.8;681.58
2020/11/06 11:29:50;15.9;85.7;681.43
2020/11/06 11:30:49;15.9;85.8;681.52
2020/11/06 11:31:50;15.9;85.7;681.62
2020/11/06 11:32:50;15.9;85.9;681.15
2020/11/06 11:33:50;15.9;86.0;681.37
2020/11/06 11:34:50;15.9;85.9;681.46
2020/11/06 11:35:50;15.9;86.1;681.22
2020/11/06 11:36:50;15.9;86.1;680.87
2020/11/06 11:37:50;15.9;86.1;681.75
2020/11/06 11:38:51;15.9;86.2;680.89
2020/11/06 11:39:51;15.9;86.2;681.1
2020/11/06 11:40:51;15.9;86.2;680.56
2020/11/06 11:41:51;15.9;86.2;681.13
2020/11/06 11:42:51;15.9;86.4;681.1
2020/11/06 11:43:52;15.9;86.3;680.73
2020/11/06 11:44:52;15.9;86.2;681.27
2020/11/06 11:45:52;15.9;86.3;681.21
